domain,name,type,fakenewscodexc_url,description,url,date
glossynews.com,"GlossyNews",satire,http://www.fakenewscodex.com/fake-site/glossynews/,"Satirical fake news publication.",http://glossynews.com,"September 19, 2017"
gomerblog.com,"Gomer Blog",satire,http://www.fakenewscodex.com/fake-site/gomer-blog/,"Medical-themed parody news site. From their disclaimer: Gomerblog.com is strictly a satirical and fake news blog site. All articles are fake and not intended to diagnosis medical conditions or to...",http://gomerblog.com,"December 7, 2016"
govtslaves.info,"Government Slaves",fake,http://www.fakenewscodex.com/fake-site/government-slaves/,"Site that mixes standard news with clickbait, conspiracies, and poorly sourced made up stories.",http://govtslaves.info,"December 13, 2016"
greatnationnews.com,"Great Nation News",fake,http://www.fakenewscodex.com/fake-site/great-nation-news/,"&quot;Prank&quot; site where users can create their own fake news stories. The concept and copy is extremely similar to React365.",http://greatnationnews.com,"September 20, 2017"
thehardtimes.net,"The Hard Times",satire,http://www.fakenewscodex.com/fake-site/the-hard-times/,"Punk-themed parody news site.",http://thehardtimes.net,"December 7, 2016"
heaviermetal.net,"Heavier Metal",satire,http://www.fakenewscodex.com/fake-site/heavier-metal/,"Heavy metal-themed parody news site. From their about page: The first amendment protects satire as a form of free speech. The stories we create are purely fictional. The names...",http://heaviermetal.net,"December 13, 2016"
hotglobalnews.com,"HotGlobalNews",fake,http://www.fakenewscodex.com/fake-site/hotglobalnews/,"&quot;Satirical&quot; web site that attracted attention in 2016 for publishing an article that said Donald Trump called Obama &quot;a lying n****r&quot; in a press conference.",http://www.hotglobalnews.com,"January 17, 2017"
huzlers.com,"Huzlers",fake,http://www.fakenewscodex.com/fake-site/huzlers/,"Fake news site that mixes real stories with made up stories and more obvious satire/parody. Clearly intended to mislead. Huzlers founder Pablo Reyes has gone on the record several times admitting...",https://www.huzlers.com,"December 7, 2016"
infowars.com,"InfoWars",fake,http://www.fakenewscodex.com/fake-site/infowars/,"Conspiracy-minded site that’s heavy on spurious connections and predictions. Connected to Alex Jones. Skeptoid.com says that &quot;Alex Jones’ sites are on this list for having almost daily made predictions of...",http://www.infowars.com,"December 9, 2016"
chronicle.su,"Internet Chronicle",satire,http://www.fakenewscodex.com/fake-site/internet-chronicle/,"Satirical fake news site.",http://chronicle.su,"December 7, 2016"
itaglive.com,"iTag LIVE",fake,http://www.fakenewscodex.com/fake-site/itag-live/,"False stories with clickbait-style headlines.",http://itaglive.com,"December 5, 2016"
thelapine.ca,"The Lapine",satire,http://www.fakenewscodex.com/fake-site/the-lapine/,"A satirical news site. From their about page: The Lapine is all about poking people and things that deserve to be poked. It is satirical commentary written by all...",https://thelapine.ca,"December 7, 2016"
liberaldarkness.com,"Liberal Darkness",satire,http://www.fakenewscodex.com/fake-site/liberal-darkness/,"Satirical fake news website.",http://liberaldarkness.com,"October 3, 2017"
liberalsociety.com,"Liberal Society",fake,http://www.fakenewscodex.com/fake-site/liberal-society/,"Liberal Society posts extremely partisan and poorly sourced articles, often with inflammatory headlines that are not well-supported by the article’s text. Media Bias/Fact Check says that the site &quot;does...",http://liberalsociety.com,"September 18, 2017"
liberty-courier.com,"Liberty Courier",fake,http://www.fakenewscodex.com/fake-site/liberty-courier/,"Liberty Courier mixes inflammatory, misleading headlines with stories that are completely invented. For example, they claimed that Vince Foster’s death was ruled a homicide, that Supreme Court Justice Scalia was...",http://www.liberty-courier.com,"April 12, 2017"
libertywriters.com,"Liberty Writers",fake,http://www.fakenewscodex.com/fake-site/libertywritersnews/,"Right-wing fake news site. The site’s creators were interviewed in the Washington Post, where they went into detail about their processes for creating false articles: Goldman and Wade often...",https://libertywriters.com,"December 7, 2016"
liveleak.com,"Live Leak",fake,http://www.fakenewscodex.com/fake-site/live-leak/,"User-created content that often includes fake stories.",http://www.liveleak.com,"December 14, 2016"
magafeed.com,"MagaFeed",fake,http://www.fakenewscodex.com/fake-site/magafeed/,"Clickbait site with misleading, poorly sources, and outright false stories.",http://magafeed.com,"December 7, 2016"
en.mediamass.net,"Media Mass",satire,http://www.fakenewscodex.com/fake-site/media-mass/,"Site which purports to be satire and &quot;media criticism,&quot; but appears to carefully write headlines that could easily be mistaken for fact. From their about page: The website mediamass.net...",http://en.mediamass.net,"December 5, 2016"
mrnewswatch.com,"MrNewsWatch",fake,http://www.fakenewscodex.com/fake-site/mrnewswatch/,"Clickbait site that often includes dubiously sourced or entirely invented stories. The site is part of what BuzzFeed News calls the &quot;Celebtricity Network.&quot;...",http://mrnewswatch.com,"September 25, 2017"
myphoenixdaily.com,"My Phoenix Daily",satire,http://www.fakenewscodex.com/fake-site/my-phoenix-daily/,"Another creation of self-aggrandizing fake news machine Paul Horner. As of September 2017, there’s little content on the site. The content that does exist is pretty clearly intended to...",http://myphoenixdaily.com,"September 17, 2017"
nationalreport.net,"National Report",satire,http://www.fakenewscodex.com/fake-site/national-report/,"Parody news site. From their disclaimer page: National Report is a news and political satire web publication, which may or may not use real names, often in semi-real or...",http://nationalreport.net,"December 5, 2016"
naturalnews.com,"Natural News",fake,http://www.fakenewscodex.com/fake-site/natural-news/,"Specializes in paranoia, conspiracy theories and pseudoscience.",http://www.naturalnews.com,"December 9, 2016"
neon-nettle.com,"Neon Nettle",fake,http://www.fakenewscodex.com/fake-site/neon-nettle/,"Conspiracy-heavy fake news site that publishes false, misleading, and exaggerated stories. For example, they have claimed that Queen Elizabeth is a shape-shifting lizard, that Americans will be forced...",http://www.neon-nettle.com,"July 1, 2017"
ncscooper.com,"Nevada County Scooper",satire,http://www.fakenewscodex.com/fake-site/nevada-county-scooper/,"Satirical news site. From their Terms and Conditions page: This website is satirical in scope and intent. It provides social criticism in a satirical, sometimes news-genre setting. We are...",https://www.ncscooper.com,"December 13, 2016"
news4ktla.com,"News4KTLA",fake,http://www.fakenewscodex.com/fake-site/news4ktla/,"A fake news site that masquerades as a local Louisiana TV station. Virtually all of the site’s content is entirely invented.",http://news4ktla.com,"October 3, 2017"
newsbiscuit.com,"News Biscuit",satire,http://www.fakenewscodex.com/fake-site/news-biscuit/,"Parody news site. Described as &quot;topical silliness&quot; on their disclaimer page.",http://www.newsbiscuit.com,"December 5, 2016"
newsfeedhunter.com,"News Feed Hunter",fake,http://www.fakenewscodex.com/fake-site/news-feed-hunter/,"A &quot;satirical&quot; site that clearly intends to mislead its readers. From the disclaimer page: NewsFeedHunter.com is a satirical publication that may sometimes appear to be telling the truth. We assure...",http://newsfeedhunter.com,"September 11, 2017"
newsfeedobserver.com,"News Feed Observer",fake,http://www.fakenewscodex.com/fake-site/news-feed-observer/,"&quot;Satirical&quot; site that is clearly intended to mislead gullible readers into sharing its articles on social media. The site is a virtual clone of News Feed Hunter, with identical...",http://newsfeedobserver.com,"September 18, 2017"
newsmutiny.com,"News Mutiny",satire,http://www.fakenewscodex.com/fake-site/news-mutiny/,"Parody news site. The tagline describes the site as &quot;Satire for the wise. News for the dumb&quot;...",http://newsmutiny.com,"December 5, 2016"
thenewsnerd.com,"The News Nerd",satire,http://www.fakenewscodex.com/fake-site/the-news-nerd/,"Fake news site that straddles that line between legitimate satire and misleading content intended to fool naive readers. From the site’s footer: The stories posted on TheNewsNerd are for entertainment...",http://www.thenewsnerd.com,"September 21, 2017"
newsbreakshere.com,"NewsBreaksHere.com",fake,http://www.fakenewscodex.com/fake-site/newsbreakshere-com/,"Fake news site that publishes stories that are almost entirely false. Much of the text is taken verbatim from other extreme pro-Trump sites, such as Trump Insurrection. The site has...",https://newsbreakshere.com,"April 12, 2017"
politicops.com,"Newslo",fake,http://www.fakenewscodex.com/fake-site/newslo/,"Fake news website that mixes clickbait, fake news, and some more obvious satire in way clearly intended to mislead readers. From their description meta tag: Newslo, The First Ever Hybrid...",http://politicops.com,"December 6, 2016"
newstarget.com,"Newstarget",fake,http://www.fakenewscodex.com/fake-site/newstarget/,"Long-lived site that traffics in conspiracy theories and very poorly sourced articles, typically with a hard-right slant. Includes some satirical articles, although that is not the focus and that content...",http://www.newstarget.com,"March 13, 2017"
newsthump.com,"NewsThump",satire,http://www.fakenewscodex.com/fake-site/newsthump/,"A UK-based satirical fake news site. From the &quot;About&quot; page: NewsThump is a satirical and spoof news website, taking a daily swipe at current affairs from the UK and around the...",http://newsthump.com,"September 19, 2017"
notallowedto.com,"NotAllowedTo",satire,http://www.fakenewscodex.com/fake-site/notallowedto/,"Generally unfunny, clickbait-style satirical website. The footer of the site states that &quot;Notallowedto.com is satire entertainment website&quot;.",https://notallowedto.com,"September 14, 2017"
noticias-frescas.com,"noticias-frescas.com",fake,http://www.fakenewscodex.com/fake-site/noticias-frescas-com/,"Spanish clone version of React365, a &quot;prank&quot; website that allows users to create realistic-looking fake articles.",http://www.noticias-frescas.com,"September 20, 2017"
notizzia.com,"Notizzia.com",fake,http://www.fakenewscodex.com/fake-site/notizzia-com/,"Italian clone version of React365, a &quot;prank&quot; website that allows users to create realistic-looking fake articles.",http://www.notizzia.com,"September 20, 2017"
now8news.com,"Now8News",fake,http://www.fakenewscodex.com/fake-site/now8news/,"Absurd site with completely invented stories. From Snopes.com: Now8News burst onto the fake news scene in mid-2015, racking up an impressive number of successful social media hoaxes despite the...",http://now8news.com,"December 13, 2016"
observeronline.news,"Observer Online",fake,http://www.fakenewscodex.com/fake-site/observer-online/,"&quot;Satirical&quot; fake news site that is clearly intended to trick gullible readers. Most of the articles are invented, and typically have an extreme right-wing slant. From their disclaimer page:...",http://observeronline.news,"October 4, 2017"
occupydemocrats.com,"Occupy Democrats",misleading,http://www.fakenewscodex.com/fake-site/occupy-democrats/,"Snopes.com calls this a &quot;partisan and unreliable&quot; site. They mix slanted and sensationalist news with stories that are simply untrue or extremely sloppily sourced.",http://occupydemocrats.com,"December 7, 2016"
ourlandofthefree.com,"Our Land of the Free",satire,http://www.fakenewscodex.com/fake-site/our-land-of-the-free/,"Our Land of the Free’s about text says the site make &quot;no guarantee that what you read here is true. In fact, it most definitely is not.&quot; Most of the...",http://ourlandofthefree.com,"September 11, 2017"
persecutes.com,"Percecutes",fake,http://www.fakenewscodex.com/fake-site/percecutes/,"Clickbait site that often includes dubiously sourced or entirely invented stories. The site is part of what BuzzFeed News calls the &quot;Celebtricity Network.&quot;...",http://persecutes.com,"September 25, 2017"
politicalears.com,"Political Ears",fake,http://www.fakenewscodex.com/fake-site/political-ears/,"Right-wing site that publishes news that is often misleading, very poorly sourced, or entirely false.",http://www.politicalears.com,"December 5, 2016"
politicalgarbagechute.com,"The Political Garbage Chute",satire,http://www.fakenewscodex.com/fake-site/the-political-garbage-chute/,"Politically-focused satirical web site. From the &quot;Terms and Conditions&quot; page: This website is satirical in scope and intent. It provides fake news and social criticism in a satirical setting. If...",http://www.politicalgarbagechute.com,"February 5, 2017"
politicoinfo.com,"Politico Info",fake,http://www.fakenewscodex.com/fake-site/politico-info/,"This site has no connection to the publication Politico, despite the name. It publishes poorly sourced articles with extremely misleading headlines that often do not match the content of the...",http://www.politicoinfo.com,"April 25, 2017"
private-eye.co.uk,"Private Eye",misleading,http://www.fakenewscodex.com/fake-site/private-eye/,"UK-based tabloid that has been publishing for more than 50 years.",http://www.private-eye.co.uk,"December 5, 2016"
pseudonews.co.uk,"Pseudo News",satire,http://www.fakenewscodex.com/fake-site/pseudo-news/,"Described on its disclaimer page as &quot;a satirical and non factual web publication,&quot; Pseudo News’ content is mostly straightforward parody, although some of it may appear to be real to...",http://www.pseudonews.co.uk,"September 11, 2017"
puppetstringnews.com,"Puppet String News",fake,http://www.fakenewscodex.com/fake-site/puppet-string-news/,"Puppet String News mixes absurd conspiracy theories and outright falsehoods, and should not be considered a credible source of information. They publish stories based on extremely dubious sources. In the aftermath...",http://www.puppetstringnews.com,"October 2, 2017"
qualitysharing.com,"Quality Sharing",fake,http://www.fakenewscodex.com/fake-site/quality-sharing/,"Fake news site that posts invented articles. The site’s footer text describes it as &quot;the most notorious fauxtire &amp; satire entertainment website in the world.&quot; The content appears to be...",http://qualitysharing.com,"September 17, 2017"
react365.com,"React365",fake,http://www.fakenewscodex.com/fake-site/react-365/,"Site that lets users create their own fake news headlines and hoaxes. From Snopes.com: React365 isn’t a fake news site per se, but rather a generator for user-created hoax...",http://www.react365.com,"December 13, 2016"
realnewsrightnow.com,"Real News Right Now",satire,http://www.fakenewscodex.com/fake-site/real-news-right-now/,"Satirical fake news website.",http://realnewsrightnow.com,"December 5, 2016"
redcountry.us,"Red Country: Conservative News",fake,http://www.fakenewscodex.com/fake-site/red-country-conservative-news/,"Red Country mixes ridiculous, obviously false stories intended to mislead its readers with semi-accurate, albeit extremely partisan, articles. It has published edited photos of Barak Obama in handcuffs, and reported...",http://www.redcountry.us,"March 15, 2017"
redflagnews.com,"Red Flag News",fake,http://www.fakenewscodex.com/fake-site/red-flag-news/,"Extremely inaccurate, propaganda-style web publication. Media Bias/Fact Check describes the publication as having an &quot;extreme right wing bias&quot; and says that &quot;many stories are not properly sourced or are...",http://www.redflagnews.com,"December 14, 2016"
redpeople.us,"Red People",fake,http://www.fakenewscodex.com/fake-site/red-people/,"Red People mostly republishes false stories from the &quot;satirical&quot; fake news site The Resistance: The Last Line of Defense. The domain is listed as being owned Marko Cvetkovski of Macedonia. He...",http://www.redpeople.us,"April 12, 2017"
redinfo.us,"RedInfo",fake,http://www.fakenewscodex.com/fake-site/redinfo/,"Site that publishes poorly-written fake stories with an extreme right wing slant. The about us page states that &quot;sometimes the articles are satires and fake&quot;. The domain is owned...",http://www.redinfo.us,"September 14, 2017"
redpolitics.us,"Redpolitics",fake,http://www.fakenewscodex.com/fake-site/redpolitics/,"Fake news site with an extreme right-wing, pro-Trump point of view. The about us page states that &quot;sometimes the articles are satires and fake&quot;. The site’s domain is registered...",http://www.redpolitics.us,"September 14, 2017"
reductress.com,"Reductress",satire,http://www.fakenewscodex.com/fake-site/reductress/,"Satirical site that parodies women’s magazines and woman-focused websites and media. The Daily Dot called it &quot;feminist equivalent of The Onion.&quot; The site includes writers from the Upright Citizen’s Brigade...",http://reductress.com,"March 13, 2017"
thelastlineofdefense.org,"The Resistance: The Last Line of Defense",fake,http://www.fakenewscodex.com/fake-site/the-resistance-the-last-line-of-defense/,"Fake news site that hides the following disclaimer at the bottom of its about page: All articles should be considered satirical and any and all quotes attributed to actual people...",http://thelastlineofdefense.org,"December 6, 2016"
rightwingtribune.com,"Right Wing Tribune",fake,http://www.fakenewscodex.com/fake-site/right-wing-tribune/,"The site mixes racially charged clickbait style articles with misleading and outright false content. Many of the extremely inflammatory headlines are not at all supported by the text of the...",http://www.rightwingtribune.com,"September 17, 2017"
rockcitytimes.com,"Rock City Times",satire,http://www.fakenewscodex.com/fake-site/rock-city-times/,"Arkansas-themed parody news site. From the site’s footer: &quot;The content on here is presented as fictional news with an intent for humor.&quot;...",http://www.rockcitytimes.com,"December 7, 2016"
satirewire.com,"SatireWire",satire,http://www.fakenewscodex.com/fake-site/satirewire/,"Satirical fake news website. Originally shut down in 2002, but restarted after an 8-year hiatus.",http://www.satirewire.com,"September 18, 2017"
smhwtfnews.com,"SMHWTFNews.com",fake,http://www.fakenewscodex.com/fake-site/422/,"Clickbait-style fake news site that often includes entirely invented stories. It claims to be &quot;satire&quot; but the content is clearly intended to trick gullible readers. From the site’s contact...",http://smhwtfnews.com,"September 24, 2017"
thespoof.com,"The Spoof!",satire,http://www.fakenewscodex.com/fake-site/the-spoof/,"Satirical website with user-submitted content.",http://www.thespoof.com,"December 7, 2016"
stgeorgegazette.com,"St. George Gazette",satire,http://www.fakenewscodex.com/fake-site/st-george-gazette/,"Satirical fake news site that mixes spammy ad-like content with parody articles. The site is a creation of the prolific fake news auteur Paul Horner.",http://stgeorgegazette.com,"September 17, 2017"
stuppid.com,"Stuppid.com",satire,http://www.fakenewscodex.com/fake-site/stuppid-com/,"A satirical fake news site, which should be obvious from the domain name.",http://stuppid.com,"December 13, 2016"
sundaysportonline.co.uk,"Sunday Sport",satire,http://www.fakenewscodex.com/fake-site/sunday-sport/,"Satirical fake news site, which Snopes.com calls &quot;somewhat akin to the Weekly World News as an unambiguous peddler of complete fabrications&quot;...",http://www.sundaysportonline.co.uk,"December 22, 2016"
superofficialnews.com,"Super Official News",satire,http://www.fakenewscodex.com/fake-site/super-official-news/,"Satirical fake news site that mixes spammy ad-like content with parody articles. The site is a creation of the prolific fake news auteur Paul Horner.",http://superofficialnews.com,"September 17, 2017"
thefrt.com,"TheFRT",fake,http://www.fakenewscodex.com/fake-site/thefrt/,"Clickbait-style fake news site that often includes entirely invented stories. It claims to be &quot;satire&quot; but the content is clearly intended to trick gullible readers. From the site’s footer: &quot;Thefrt.com...",http://thefrt.com,"September 24, 2017"
therightists.com,"TheRightists.com",fake,http://www.fakenewscodex.com/fake-site/therightists-com/,"A fake new site that all but admits it publishes false articles. From the about page: This is HYBRID site of news and satire. part of our stories already...",http://therightists.com,"September 11, 2017"
TheRunDownLive.com,"TheRunDownLive.com",fake,http://www.fakenewscodex.com/fake-site/therundownlive-com/,"Conspiracy-heavy fake news site.",http://TheRunDownLive.com,"December 7, 2016"
thuglifevideos.com,"Thug Life Videos",fake,http://www.fakenewscodex.com/fake-site/thug-life-videos/,"Semi &quot;satirical&quot; website that is often clearly intended to mislead. The About Us page admits: &quot;we sometimes share the odd satire stories for your entertainment&quot;...",http://thuglifevideos.com,"December 22, 2016"
todaypoliticsus.com,"TodayPoliticsUS",fake,http://www.fakenewscodex.com/fake-site/todaypoliticsus/,"Fake news site that often publishes stories that are extremely poorly-sourced or simply false. They also pair inflammatory headlines with articles that barely support them. The site’s content is full...",http://todaypoliticsus.com,"October 2, 2017"
trend-news.com,"Trend-News.com",fake,http://www.fakenewscodex.com/fake-site/trend-news-com/,"Clone version of React365, a &quot;prank&quot; website that allows users to create realistic-looking fake articles.",http://www.trend-news.com,"September 20, 2017"
undergroundnewsreport.com,"Underground News Report",fake,http://www.fakenewscodex.com/fake-site/underground-news-report/,"Clickbait-style fake news site. Claims to be &quot;satire&quot; but most of the articles seem intended to trick gullible readers rather than entertain or make a statement. From the site’s footer:...",http://undergroundnewsreport.com,"September 21, 2017"
theuspatriot.com,"The US Patriot",fake,http://www.fakenewscodex.com/fake-site/the-us-patriot/,"Site that posts misleading &quot;clickbait&quot; headlines that are not backed up the article’s text, and sometimes publishes entirely false stories.",http://theuspatriot.com,"December 5, 2016"
usadailyinfo.com,"USA Daily Info",fake,http://www.fakenewscodex.com/fake-site/usa-daily-info/,"A site full of false and poorly-written news articles with an extreme right wing, pro-Trump slate.",http://www.usadailyinfo.com,"February 14, 2017"
politicsusanews.com,"USA News/Politics USA News",fake,http://www.fakenewscodex.com/fake-site/usa-newspolitics-usa-news/,"Fly-by-night publication that posts misleading and false information. For example, they reported that Rachel Maddow was &quot;arrested, charged and released&quot; after releasing discussed Donald Trump’s 2005 tax returns on her...",http://politicsusanews.com,"March 15, 2017"
uspoln.com,"USPOLN (U.S. Political News)",fake,http://www.fakenewscodex.com/fake-site/uspoln-u-s-political-news/,"A nominally &quot;satirical&quot; site that clearly intends to mislead readers, generally with an anti-Trump/anti-Republican slant. Their &quot;About Us&quot; page says: &quot;We are hybrid News/Satire platform to provide the...",http://uspoln.com,"April 25, 2017"
viralcords.com,"Viral Cords",satire,http://www.fakenewscodex.com/fake-site/viral-cords/,"A mixture of satirical and clickbait articles.",https://viralcords.com,"April 12, 2017"
viralnewssocial.com,"Viral News Social",fake,http://www.fakenewscodex.com/fake-site/viral-news-social/,"Sleazy fake news site that typically republishes stories from other, better know fake news sites. The site is owned by Kory Scherer (aka Korry Tye), who also owns a large...",https://viralnewssocial.com,"September 20, 2017"
viralactions.com,"ViralActions",fake,http://www.fakenewscodex.com/fake-site/viralactions/,"Clickbait site that often includes dubiously sourced or entirely invented stories. The site is part of what BuzzFeed News calls the &quot;Celebtricity Network.&quot;...",http://viralactions.com,"September 25, 2017"
viralcocaine.com,"ViralCocaine",fake,http://www.fakenewscodex.com/fake-site/viralcocaine/,"Clickbait site that often includes dubiously sourced or entirely invented stories. It claims to be &quot;satire&quot; but the content is clearly intended to trick gullible readers. From the site’s footer:...",http://viralcocaine.com,"September 24, 2017"
viraldevil.com,"ViralDevil.com",fake,http://www.fakenewscodex.com/fake-site/viraldevil/,"A site that published fake news articles on celebrity themed or extremely salacious topics. The structure and content is extremely similar to the &quot;satirical&quot; site CelebtriCity. In fact, the site’s...",http://viraldevil.com,"April 12, 2017"
viralmugshot.com,"ViralMugshot",fake,http://www.fakenewscodex.com/fake-site/viralmugshot/,"A site that publishes fake news articles, typically about celebrities or salacious topics. The structure and content is extremely similar to the &quot;satirical&quot; site CelebtriCity, and the site shares the...",http://viralmugshot.com,"September 24, 2017"
viralspeech.com,"ViralSpeech",fake,http://www.fakenewscodex.com/fake-site/viralspeech/,"Clickbait site that often includes dubiously sourced or entirely invented stories. The site is part of what BuzzFeed News calls the &quot;Celebtricity Network.&quot;...",http://viralspeech.com,"September 24, 2017"
viralstuppid.com,"ViralStuppid",fake,http://www.fakenewscodex.com/fake-site/viralstuppid/,"Clickbait site that often includes dubiously sourced or entirely invented stories. The site is part of what BuzzFeed News calls the &quot;Celebtricity Network.&quot;...",http://viralstuppid.com,"September 25, 2017"
wakingtimes.com,"Waking Times",fake,http://www.fakenewscodex.com/fake-site/waking-times/,"Fake news site heavy on conspiracy theories and pseudo-science.",http://www.wakingtimes.com,"December 7, 2016"
washingtonfeed.com,"The Washington Feed",fake,http://www.fakenewscodex.com/fake-site/the-washington-feed/,"Site that publishes very poorly sourced articles, often with headlines that are false or unsupported by the article text. For example, they published the story&quot;FBI Raided Wasserman-Schultz’s House After...",http://washingtonfeed.com,"October 3, 2017"
waterfordwhispersnews.com,"Waterford Whispers News",satire,http://www.fakenewscodex.com/fake-site/waterford-whispers-news/,"Irish satirical news site. From their disclaimer page: Waterford Whispers News is a fabricated satirical newspaper and comedy website published by Waterford Whispers News.",http://waterfordwhispersnews.com,"September 14, 2017"
webdaily.com,"Web Daily",fake,http://www.fakenewscodex.com/fake-site/web-daily/,"Site with fake news, misleading headlines, and a clickbait style.",http://www.webdaily.com,"December 6, 2016"
weeklyworldnews.com,"Weekly World News",satire,http://www.fakenewscodex.com/fake-site/weekly-world-news/,"Storied satirical publication.",http://weeklyworldnews.com,"December 14, 2016"
worldnewsdailyreport.com,"World News Daily Report",fake,http://www.fakenewscodex.com/fake-site/world-news-daily-report/,"Site that publishes &quot;satirical&quot; content that is clearly intended to mislead. Snopes.com describes the site as &quot;[straddling] the line of fake news and the occasional seed of truth ... cobbling...",http://worldnewsdailyreport.com,"December 9, 2016"
24wpn.com,"worldpolitics",fake,http://www.fakenewscodex.com/fake-site/world-politics/,"Site that mixes inflammatory, clickbait-style stories with an extreme right-wing slant and poorly-sourced or outright false stories. PolitiFact classifies the site as &quot;fake news&quot; and Media Bias/Fact Check calls them...",http://24wpn.com,"October 3, 2017"
worldpoliticus.com,"WorldPoliticus",fake,http://www.fakenewscodex.com/fake-site/worldpoliticus/,"A right-wing propaganda site that often publishes extremely poorly-sourced and outright false stories.",https://worldpoliticus.com,"September 25, 2017"
yournewswire.com,"YourNewsWire",fake,http://www.fakenewscodex.com/fake-site/yournewswire/,"YourNewsWire often publishes extremely poorly-sourced, misleading or outright false stories. For example, they falsely claimed that an MI5 agent confessed to killing Princess Diana. Often the stories have inflammatory headlines...",http://yournewswire.com,"September 13, 2017"
zootfeed.com,"Zoot Feed",fake,http://www.fakenewscodex.com/fake-site/zoot-feed/,"Outrageous, misleading clickbait-style headlines with extremely poorly-sourced articles.",http://www.zootfeed.com,"December 14, 2016"